compound_inchikey	scaffold_group	development_fold
NKSXJAYACJZMBM-UHFFFAOYSA-N	ring:O=C1CC(=O)N(c2ccccc2)c2ccccc2N1	3
NLEIYGPJJHTFFQ-UHFFFAOYSA-N	ring:C=C1C=Nc2c([nH]c(=O)[nH]c2=O)N1	4
NLHHRLWOUZZQLW-UHFFFAOYSA-N	acyclic_connectivity:C=CC#N	1
NLOPFVNXNMEEDI-UHFFFAOYSA-N	ring:O=C(OC1CCCCO1)c1ccccc1	2
NLUNAYAEIJYXRB-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCC=CC=CC(O)CC=CCCCC(=O)O	2
NLYNIRQVMRLPIQ-UHFFFAOYSA-N	ring:C1CC2CCOC3OC4CCC(C1)C23OO4	0
NMGJCQNNUTYSJJ-UHFFFAOYSA-N	ring:C=C1CCC=CCC=CCCC1	2
NMGOJJBPFUCUIX-UHFFFAOYSA-N	ring:O=c1[nH]ccnc1Cc1ccccc1	3
NNEIBJNHWVDJBA-UHFFFAOYSA-N	ring:C1CCC(OC2CCC3C(CCC4C5CCCC5CCC34)C2)OC1	3
NNJVILVZKWQKPM-UHFFFAOYSA-N	ring:c1ccccc1	0
NNNVXFKZMRGJPM-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCC=CCCCCC(=O)O	1
NNOPDLNHPOLRRE-UHFFFAOYSA-N	ring:O=c1cc[nH]c2cc(OCc3ccccc3)ccc12	2
NNULBSISHYWZJU-UHFFFAOYSA-N	ring:N=C(C(=O)NC1C(=O)N2C=CCSC12)c1cscn1	4
NNYBQONXHNTVIJ-UHFFFAOYSA-N	ring:c1ccc2c3c([nH]c2c1)COCC3	3
NPDLYUOYAGBHFB-UHFFFAOYSA-N	acyclic_connectivity:N=C(N)NCCCC(NC(=O)C(N)CC(N)=O)C(=O)O	3
NPDSHTNEKLQQIJ-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CC=CC(O)CCCCCCCC(=O)O	4
NPTIBOCVSPURCS-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCC=CCC=CCC=CCC=CCCCCCCCC(=O)O	0
NPWALQVJKZMLMQ-UHFFFAOYSA-N	ring:O=C1CCC2=C(CCC3=C2C(c2ccccc2)CC2CCCC32)C1	4
NQDJXKOVJZTUJA-UHFFFAOYSA-N	ring:O=C1Nc2cccnc2N(C2CC2)c2ncccc21	2
NQDQXWSCFDFFRA-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCOC(OC4COC(OC5CCCOC5)CC4OC4CCCCO4)C3)C2)OC1	3
NRTLIYOWLVMQBO-UHFFFAOYSA-N	ring:O=C(Nc1cccc2c1COC2)c1cn[nH]c1	3
NRUKOCRGYNPUPR-UHFFFAOYSA-N	ring:O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4	2
NSMXQKNUPPXBRG-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
NSTCAXPRTTYSFG-UHFFFAOYSA-N	ring:O=C1C=CC2C(=CCC3C2=CCC2C(C(=O)CN4CCN(c5cc(N6CCCC6)nc(N6CCCC6)n5)CC4)CCC32)C1	3
NSVXZGWRAHJCGR-UHFFFAOYSA-N	ring:O=C(CCCCCCCCc1ccoc1)CCCCC1CCCO1	4
NTRYEGJHFILWOH-UHFFFAOYSA-N	ring:C1CCC(OC2COC(OCC3CC(OC4CC(OC5CCCCO5)C(OC5CCCCO5)CO4)CCO3)CC2OC2CCCCO2)OC1	4
NTVBUJOKRXFMAK-UHFFFAOYSA-N	ring:O=C1CCCC2OC12	0
NUEAMYZABAMKDO-UHFFFAOYSA-N	ring:O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1=CC2c3cccc4[nH]cc(c34)CC2NC1	2
NUMQCACRALPSHD-UHFFFAOYSA-N	acyclic_connectivity:CCOC(C)(C)C	1
NVEQFIOZRFFVFW-UHFFFAOYSA-N	ring:C=C1CCC2OC2CCC2CCC12	1
NXNPGAAZKYDOPW-UHFFFAOYSA-N	ring:O=C(CN1CCCC1)c1ccccc1	1
NYKKBHKMCOFCSE-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C12CC=CC(C(=O)O1)C2C3	4
NYPJDWWKZLNGGM-UHFFFAOYSA-N	ring:O=C(Cc1ccccc1)OCc1cccc(Oc2ccccc2)c1	0
NZHUXMZTSSZXSB-UHFFFAOYSA-N	ring:O=C1CC(c2ccccc2)Sc2ccccc2N1	4
NZLBHDRPUJLHCE-UHFFFAOYSA-N	ring:c1ccc(NC2Cc3ccccc3C2)cc1	1
NZQDWKCNBOELAI-UHFFFAOYSA-N	ring:c1ccc(CC2COc3cc(-c4ccccc4)ccc3C2)cc1	0
OAAPYTCHFIIVON-UHFFFAOYSA-N	ring:c1ccc(CCCCNCCc2ccccc2)cc1	1
OAMXBKFTDLDKCN-UHFFFAOYSA-N	ring:O=C1OCCC2C1OCC21CC=CCC1	3
OAPVIBHQRYFYSE-UHFFFAOYSA-N	ring:c1ccc(-c2cccnc2)cc1	1
OCJBOOLMMGQPQU-UHFFFAOYSA-N	ring:c1ccccc1	0
OCSVTHMYODNXBN-UHFFFAOYSA-N	ring:C1=CCOC1	3
ODCYDGXXCHTFIR-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1	1
ODFFXPNOCMSXHG-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C1CCCCC1C3	2
ODQWQRRAPPTVAG-UHFFFAOYSA-N	ring:C=C1c2ccccc2COc2ccccc21	2
OEHAYUOVELTAPG-UHFFFAOYSA-N	ring:c1ccccc1	0
OELFLUMRDSZNSF-UHFFFAOYSA-N	ring:O=C(NCCc1ccccc1)C1CCCCC1	3
OELWBYBVFOLSTA-UHFFFAOYSA-N	acyclic_connectivity:CCCCCN(CCCCC)N=O	3
OFHCOWSQAMBJIW-UHFFFAOYSA-N	ring:C=C1CCCCC1=CC=C1CCCC2CCCC12	3
OFHHDSQXFXLTKC-UHFFFAOYSA-N	acyclic_connectivity:C=CCCCCCCCCC=O	0
OFKVGIOPPPBWSB-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CCCCCCC(C)(C)C	2
OFOBLEOULBTSOW-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CC(=O)O	2
OFQRUTMGVBMTFQ-UHFFFAOYSA-N	acyclic_connectivity:CCOC(=O)CCC(C)C	0
OFYJBLBCZNRWLC-UHFFFAOYSA-N	ring:c1ccc(CC2COc3ccc(OCc4nc5ccccc5s4)cc3C2)cc1	1
OGDKSKNHHSXJNA-UHFFFAOYSA-N	ring:O=C1C=CC2(CC1)CCC(=O)C2	2
OGDVEMNWJVYAJL-UHFFFAOYSA-N	ring:C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5	3
OGHNVEJMJSYVRP-UHFFFAOYSA-N	ring:c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1	2
OGJYXQFXLSCKTP-UHFFFAOYSA-N	acyclic_connectivity:CC(C)=CCCC(C)=CCOC(=O)C(C)C	4
OGKRHYLZKFTGGO-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCC(OC5CCCCO5)C4OC4CCCCO4)CCC3C2C1	3
OGLDWXZKYODSOB-UHFFFAOYSA-N	ring:C1=CCCC=C1	2
OGYBKWUOLWCQDS-UHFFFAOYSA-N	ring:c1ccccc1	0
OHBHGGYGWZIWCX-UHFFFAOYSA-N	ring:C=C1CCC2CC(=O)OC2C2CCCC12	1
OHMHBGPWCHTMQE-UHFFFAOYSA-N	acyclic_connectivity:FC(F)(F)C(Cl)Cl	2
OHZYISZWOVEBCJ-UHFFFAOYSA-N	ring:C1=C2C3CCCC3CCC2C2CCC(OC3CCCCO3)CC2C1	2
OIALIKXMLIAOSN-UHFFFAOYSA-N	ring:c1ccncc1	2
OILAIQUEIWYQPH-UHFFFAOYSA-N	ring:O=C1CCCCC1=O	1
OIRFZVJHADZVMD-UHFFFAOYSA-N	ring:C1=CCCCC1	3
OJSUFFNCXVQQPG-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
OKFNRRKYNNLVHN-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CCCCO4)O3)O2)OC1	2
OKJCFMUGMSVJBG-UHFFFAOYSA-N	ring:O=C1C=CC2C(CCC3C4CCCC4CCC23)C1	2
OKJIRPAQVSHGFK-UHFFFAOYSA-N	acyclic_connectivity:CC(=O)NCC(=O)O	4
OKNSFVSKHQJVRN-UHFFFAOYSA-N	ring:O=C1CC2CCCC2C2CCC3CCC(OC4CCCCO4)CC3C12	4
OKSQSPFWLWFCFR-UHFFFAOYSA-N	ring:c1ccccc1	0
OLBCVFGFOZPWHH-UHFFFAOYSA-N	ring:c1ccccc1	0
OLHOIERZAZMHGK-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
OLPSAOWBSPXZEA-UHFFFAOYSA-N	ring:O=C1CCC2C1CCC1C3CCCCC3=CCC21	3
OMRIQCUHVVBJKI-UHFFFAOYSA-N	ring:O=C1C=C2CCC3C(C4CC5(CCCC35)C(OC3CCCCO3)O4)C2CC1	4
ONBWJWYUHXVEJS-UHFFFAOYSA-N	ring:C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5	3
ONIBWKKTOPOVIA-UHFFFAOYSA-N	ring:C1CCNC1	1
ONPXCLZMBSJLSP-UHFFFAOYSA-N	ring:O=C(C1CCCN1)N1CCCC1	3
ONVABDHFQKWOSV-UHFFFAOYSA-N	ring:C=C1CC23CCC4CCCCC4C2CCC1C3	3
ONWMQORSVZYVNH-UHFFFAOYSA-N	ring:c1ccccc1	0
ONYOTXAYIZRIPJ-UHFFFAOYSA-N	ring:c1ccoc1	3
OOGJQPCLVADCPB-UHFFFAOYSA-N	ring:c1ccc(Cc2ccccc2)cc1	2
OOVOMPCQLMFEDT-UHFFFAOYSA-N	ring:O=C1Nc2ccccc2C(C#CC2CC2)O1	2
OPRNAVOPKSUPRE-UHFFFAOYSA-N	ring:c1ccccc1	0
OQIQSTLJSLGHID-UHFFFAOYSA-N	ring:O=C1CCc2c1c(=O)oc1c3c(ccc21)OC1OC=CC31	4
OQQYJPVCDFFEIV-UHFFFAOYSA-N	ring:c1ccc(N=Nc2cccc3ccccc23)cc1	4
ORNBQBCIOKFOEO-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2C1	4
OROGSEYTTFOCAN-UHFFFAOYSA-N	ring:C1=CC2C3Cc4cccc5c4C2(CCN3)C(C1)O5	3
OSJHMIVGKCXWHH-UHFFFAOYSA-N	ring:O=C1CCC(CCCCCCCCCCCCCC2CCCO2)O1	2
OSNRGQATWCHICL-UHFFFAOYSA-N	ring:C1CC2OC2C1	3
OSUCQKNXQBPLDG-UHFFFAOYSA-N	ring:C1=CC(c2ccccc2)CC=N1	1
OSXOPUBJJDUAOJ-UHFFFAOYSA-N	ring:C1CO1	1
OTGJPAOGHQFBMI-UHFFFAOYSA-N	ring:O=C(Nc1ccccn1)C1NS(=O)(=O)c2ccsc2C1=O	4
OTGQIQQTPXJQRG-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCCCCCC(=O)NCCO	2
OTXBNHIUIHNGAO-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CC(N)C(=O)NC(CCCCN)C(=O)O	4
OUUOFMUQJUUKQQ-UHFFFAOYSA-N	ring:C1CCC(CCOC2CCCCO2)CC1	1
OUYCCCASQSFEME-UHFFFAOYSA-N	ring:c1ccccc1	0
OVCDSSHSILBFBN-UHFFFAOYSA-N	ring:c1ccc(Nc2ccnc3ccccc23)cc1	2
OWIWZQQFSTZZIG-UHFFFAOYSA-N	ring:c1ccoc1	3
OWMJDOUOHDOUFG-UHFFFAOYSA-N	ring:O=C(C=CC=Cc1ccccc1)CCc1ccccc1	3
OWVXRCQFFFWXGZ-UHFFFAOYSA-N	ring:O=C(OC1OCCC(OC2CCCCO2)C1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCC(OC6CCCCO6)C5OC5CCCCO5)CC4CCC3C1CC2	0
OWZREIFADZCYQD-UHFFFAOYSA-N	ring:O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1	4
OXCOKHHSTQYOIW-UHFFFAOYSA-N	ring:c1ccc(Cc2cccs2)cc1	3
OXTQEWUBDTVSFB-UHFFFAOYSA-N	ring:O=C1CCCC1	2
OXZSUQJHKQOGOK-UHFFFAOYSA-N	ring:c1ccccc1	0
OYHQOLUKZRVURQ-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCC=CCCCCCCCC(=O)O	2
OYPPJMLKAYYWHH-UHFFFAOYSA-N	ring:C1CCOCC1	3
PAAZPARNPHGIKF-UHFFFAOYSA-N	acyclic_connectivity:BrCCBr	4
PAFMHAFYJMTISR-UHFFFAOYSA-N	ring:O=C(CCCCCCC1CCCO1)CCCCC1CCC(=O)O1	3
PAKGYCNZUGIDHV-UHFFFAOYSA-N	ring:O=C(NCc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C1CCCC1	0
PAPKCVKEZBFVFL-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CCOC(OC5CCCOC5)C4)O3)O2)OC1	2
PASMASQJCDKBJK-UHFFFAOYSA-N	acyclic_connectivity:C=CCCCCCOC(=O)C(C)CCCC(C)CCCC(C)CCC(=O)O	2
PAYRUJLWNCNPSJ-UHFFFAOYSA-N	ring:c1ccccc1	0
PBEXDDGVPJJKBX-UHFFFAOYSA-N	ring:O=S(=O)(Nc1ccc(CCNCCc2cccnc2)cc1)c1ccc(-c2ccc(-c3ccccc3)[nH]2)cc1	2
PBKONEOXTCPAFI-UHFFFAOYSA-N	ring:c1ccccc1	0
PBOUVYGPDSARIS-UHFFFAOYSA-N	acyclic_connectivity:CSCCC(N)C(=O)NC(CC(C)C)C(=O)O	0
PBUNVLRHZGSROC-UHFFFAOYSA-N	ring:O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1CNC2Cc3c[nH]c4cccc(c34)C2C1	3
PCBGILKQGDYJAY-UHFFFAOYSA-N	ring:O=c1ccc2ccc(OCc3ccccc3)cc2o1	2
PCLITLDOTJTVDJ-UHFFFAOYSA-N	ring:c1cscn1	3
PCSKKIUURRTAEM-UHFFFAOYSA-N	ring:c1ccoc1	3
PCZOHLXUXFIOCF-UHFFFAOYSA-N	ring:O=C1CCCC(CCC2CC=CC3=CCCCC32)O1	0
PDGPIBIURNPBSE-UHFFFAOYSA-N	ring:c1ccccc1	0
PEPJPZZZBHWOCM-UHFFFAOYSA-N	acyclic_connectivity:C=C(CC)C(=O)COC	0
PESKGJQREUXSRR-UHFFFAOYSA-N	ring:O=C1CCC2C(CCC3C4CCCC4CCC23)C1	2
PFCHFHIRKBAQGU-UHFFFAOYSA-N	acyclic_connectivity:CCCC(=O)CC	2
PFRGXCVKLLPLIP-UHFFFAOYSA-N	acyclic_connectivity:C=CCSSCC=C	4
PFRYFZZSECNQOL-UHFFFAOYSA-N	ring:c1ccc(N=Nc2ccccc2)cc1	0
PGBFYLVIMDQYMS-UHFFFAOYSA-N	ring:c1ccsc1	3
PGBNIHXXFQBCPU-UHFFFAOYSA-N	ring:C=C1CC2CCC1C2	4
PGBZORAISITZTF-UHFFFAOYSA-N	ring:O=C1c2ccccc2CC1CC1CCNCC1	2
PGYSJEQVCATFBQ-UHFFFAOYSA-N	ring:C1=C2c3cc4[nH]c5c(c4cc3CC2COC1)CC1CCC2C3=CCCOC3CCC2C51	3
PHHROXLDZHUIGO-UHFFFAOYSA-N	ring:C1=CC2CCC3(CO3)C2CO1	0
PHLBKPHSAVXXEF-UHFFFAOYSA-N	ring:O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12	1
PHVGLTMQBUFIQQ-UHFFFAOYSA-N	ring:C=C1c2ccccc2CCc2ccccc21	0
PHWBOXQYWZNQIN-UHFFFAOYSA-N	ring:c1ccc(CN2CCc3sccc3C2)cc1	2
PIOWWGLKYJRCSY-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
PIOYBULRRJNPSG-UHFFFAOYSA-N	ring:O=C1CC2CCCCC2C2=C1C1CCCC1CC2	1
PIPJWVLVHFNOQG-UHFFFAOYSA-N	ring:O=C1CCCCCCCCCCOC2OCCCC2OC2OCC(OC3CC(OC4CCCCO4)C(OC4CCCCO4)CO3)CC2O1	2
PJANXHGTPQOBST-UHFFFAOYSA-N	ring:C(=Cc1ccccc1)c1ccccc1	1
PJEHRCCPERVGEC-UHFFFAOYSA-N	ring:C1=CCCCC1	3
PJMPHNIQZUBGLI-UHFFFAOYSA-N	ring:c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1	3
PJVWKTKQMONHTI-UHFFFAOYSA-N	ring:O=c1oc2ccccc2cc1Cc1ccccc1	3
PKTSCJXWLVREKX-UHFFFAOYSA-N	acyclic_connectivity:CCCCN(C)N=O	0
PKUWKAXTAVNIJR-UHFFFAOYSA-N	acyclic_connectivity:CCOP(=O)(S)OCC	3
PLDUPXSUYLZYBN-UHFFFAOYSA-N	ring:c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1	1
PLRACCBDVIHHLZ-UHFFFAOYSA-N	ring:C1=C(c2ccccc2)CCNC1	2
PLXKZKLXYHLWHR-UHFFFAOYSA-N	ring:c1ccc(C2CCC2)cc1	3
PMATZTZNYRCHOR-UHFFFAOYSA-N	ring:O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1	1
PMRIOHZXQQFZNL-UHFFFAOYSA-N	ring:c1ccccc1	0
PMXMIIMHBWHSKN-UHFFFAOYSA-N	ring:O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2	2
PMZOJAHAJVKANR-UHFFFAOYSA-N	ring:C1COC(OC2CCOC(OC3CCOC(OC4CCC(OC5CCOCC5)OC4)C3)C2)C1	0
PNIFOHGQPKXLJE-UHFFFAOYSA-N	ring:O=C1C(=Cc2ccccc2)Oc2ccccc21	2
PNKNNRLOQYRSCW-UHFFFAOYSA-N	ring:C=C1Cc2c(oc3c4c(ccc3c2=O)OCC=C4)-c2ccccc2O1	2
PNVNVHUZROJLTJ-UHFFFAOYSA-N	ring:c1ccc(CC2CCCCC2)cc1	3
POQOTWQIYYNXAT-UHFFFAOYSA-N	ring:O=c1cc[nH]c(=O)[nH]1	0
POQRWMRXUOPCLD-UHFFFAOYSA-N	ring:C1CCOCC1	3
POULHZVOKOAJMA-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCC(=O)O	3
POWISKNFFRUCCW-UHFFFAOYSA-N	ring:C1CCC2(CC3C(CC4C3CCC3C5CCC(OC6CCC(OC7OCCC(OC8CCCCO8)C7OC7CCCCO7)CO6)CC5CCC34)O2)NC1	2
PPBRXRYQALVLMV-UHFFFAOYSA-N	ring:c1ccccc1	0
PPDIALCNVFLTST-UHFFFAOYSA-N	ring:O=C(c1ccccc1)c1cccs1	4
PPFRJNLKWADOTL-UHFFFAOYSA-N	ring:O=C1OCC2C3CCCC3CCC2C2CCCCC12	4
PPTYJKAXVCCBDU-UHFFFAOYSA-N	ring:O=C1CN=C(c2ccccc2)c2ccccc2N1	4
PPWWANBMWAQXLQ-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CC(OC4OCCCC4OC4CCCCO4)CCC3C2C1	4
PPXGQLMPUIVFRE-UHFFFAOYSA-N	acyclic_connectivity:C=CC=CC=O	1
PQOVJTQCPQRHKK-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(O)CCCCCC	3
PRAUVHZJPXOEIF-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1	4
PRMWQIVYOYCJQC-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC(O)C=CC(O)C(O)CC=CCC=CCCCC(=O)O	2
PROQIPRRNZUXQM-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCC1C2CCC2CCCC21	3
PSIFNNKUMBGKDQ-UHFFFAOYSA-N	ring:c1ccc(-c2nn[nH]n2)c(-c2ccc(Cn3ccnc3)cc2)c1	0
PSZDOEIIIJFCFE-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1	4
PTFJEDBJXCZCDO-UHFFFAOYSA-N	acyclic_connectivity:C=C(C=O)CCCC(C)CCCC(C)CCCC(C)C	4
PTHCMJGKKRQCBF-UHFFFAOYSA-N	ring:C1CCC(OC2CCCOC2)OC1	4
PTJADDMMFYXMMG-UHFFFAOYSA-N	ring:c1ccc(C2OCc3ccccc32)cc1	1
PTJICCHLTNPHDB-UHFFFAOYSA-N	ring:C1COCO1	0
PTJWIQPHWPFNBW-UHFFFAOYSA-N	ring:O=c1[nH]cc(C2CCCO2)c(=O)[nH]1	4
PTVBAOGVIGOALV-UHFFFAOYSA-N	ring:c1ccccc1	0
PTZHJVIKISISFU-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCC(=O)CCCCCCCCCCCCCCCCCCCCCO	4
PUNOCEUUYUXUGR-UHFFFAOYSA-N	ring:c1ccccc1	0
PVXVWWANJIWJOO-UHFFFAOYSA-N	ring:c1ccc2c(c1)OCO2	1
PWFTYELYTFERRB-UHFFFAOYSA-N	ring:C1CCC(OCCOC2CCCCO2)OC1	0
PWKSKIMOESPYIA-UHFFFAOYSA-N	acyclic_connectivity:CC(=O)NC(CS)C(=O)O	1
PWLNAUNEAKQYLH-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCOC(=O)CCC	4
PWTCIBWRMQFJBC-UHFFFAOYSA-N	ring:O=S(=O)(NC1CC2CCC1C2)c1ccccc1	2
PWVXXGRKLHYWKM-UHFFFAOYSA-N	ring:O=S(=O)(CCc1ccc2[nH]cc(CC3CCCN3)c2c1)c1ccccc1	4
PXWCUJRVSZCPHE-UHFFFAOYSA-N	acyclic_connectivity:CCCCOCCOCC(C)OCCCOC	3
PYQSUTLVBSTCSK-UHFFFAOYSA-N	ring:O=C1Nc2ccccc2OC1OC1CCCCO1	1
PYUSHNKNPOHWEZ-UHFFFAOYSA-N	acyclic_connectivity:CSCCC(NC=O)C(=O)O	4
PYXFVCFISTUSOO-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
PYZZIILDSAJNLZ-UHFFFAOYSA-N	ring:C1CCOCC1	3
PZNPHSFXILSZTM-UHFFFAOYSA-N	ring:C1CCC2(CC3C(CC4C3CCC3C5CCCCC5CCC34)O2)OC1	2
PZVRZRARFZZBCA-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)c1ccccc1	1
QAGYKUNXZHXKMR-UHFFFAOYSA-N	ring:O=C(NC(CCN1CCC2CCCCC2C1)CSc1ccccc1)c1ccccc1	4
QAILMWKAKHIIHL-UHFFFAOYSA-N	ring:O=C(C=CC=CC=CC=CC=CC=CC=CC=CC=CC12CCCCC1O2)C1CCCC1	2
QAYDNOZSJGIPSH-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)c1cc(Oc2ccc(C3CC(=O)c4ccccc4O3)cc2)cc(C2CCCCO2)c1	1
QBGPXOGXCVKULO-UHFFFAOYSA-N	acyclic_connectivity:NCCCCC(N)C(=O)NC(CS)C(=O)O	2
QBXROYPDQTVONF-UHFFFAOYSA-N	ring:O=C(c1cccs1)c1cnn2c(-c3ccccc3)ccnc12	0
QCFVNZMQQSUXJA-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CCOC(OC5CCCOC5)C4)O3)O2)OC1	2
QCHFTSOMWOSFHM-UHFFFAOYSA-N	ring:O=C1CC(Cc2cnc[nH]2)CO1	3
QCHPKSFMDHPSNR-UHFFFAOYSA-N	acyclic_connectivity:CC(CN)C(=O)O	0
QCLGPJNIMBAJLC-UHFFFAOYSA-N	ring:O=C1CCC2C(C1)CC(=O)C1C3C(=O)CCC3CC(=O)C21	2
QCSNJTIWCIMFFY-UHFFFAOYSA-N	ring:c1ccccc1	0
QCTRMDIJRRVPPY-UHFFFAOYSA-N	ring:O=C(Oc1c2nccnc2cn1-c1ccccn1)N1CCNCC1	1
QEMSVZNTSXPFJA-UHFFFAOYSA-N	ring:c1ccc(CCN2CCC(c3ccccc3)CC2)cc1	0
QESPSAHXYXIGBG-UHFFFAOYSA-N	ring:O=C1CCCO1	1
QFBNONLZWZUQCN-UHFFFAOYSA-N	ring:O=c1nc(C2CCCCC2)c2cccnc2[nH]1	4
QFIWFUDXERFOIY-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CCCC(C)CCCC(C)C(=O)O	0
QFVOYBUQQBFCRH-UHFFFAOYSA-N	ring:C=C1CC23CCC4CCCCC4C2CCC1C3	3
QGGCALSIIQGFOU-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCCOC3)C2)OC1	4
QGTMYAPGXJWNQR-UHFFFAOYSA-N	ring:C1CCC23CC(CCC2C1)C1OC13	4
QHELXIATGZYOIB-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCC=CCC=CCC=CCCCC(=O)NC(CO)CO	0
QHLHTTNIUVMWRY-UHFFFAOYSA-N	ring:C1CCC2C3=C(CCC2C1)C1CCCC1CC3	1
QIJNCQNMZUTUIF-UHFFFAOYSA-N	ring:O=C1CCC2C1CCC1c3ccccc3CCC12	3
QIQXTHQIDYTFRH-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCCCCCC(=O)O	3
QJKMCQRFHJRIPU-UHFFFAOYSA-N	ring:c1ccccc1	0
QJWOQBGBEFNYKB-UHFFFAOYSA-N	ring:O=C(CN1CCCC1)c1ccccc1	1
QKIWQBLNTSQOLY-UHFFFAOYSA-N	ring:c1ccc(-c2nnc3ccc(OCc4ncn[nH]4)nn23)cc1	1
QKRAILWBHKPTOP-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCCCCCCCCCC(=O)CC(O)CCC	2
QKSLDSYMZWHPGC-UHFFFAOYSA-N	ring:O=C1CC2C(CCC3C(=O)OC4C5CC6C(COC27OC34C6C7=O)C(=O)O5)C2C(=O)CCC=C12	4
QMHJFCPHRGVEAF-UHFFFAOYSA-N	ring:O=C(Nc1ccccc1CCC1CCCCN1)c1ccccc1	1
QMVPMAAFGQKVCJ-UHFFFAOYSA-N	acyclic_connectivity:CC(C)=CCCC(C)CCO	0
QMXHUFVYJLFLRY-UHFFFAOYSA-N	acyclic_connectivity:NC(CN[N+](=O)[O-])C(=O)O	2
QNQZBKQEIFTHFZ-UHFFFAOYSA-N	ring:c1ccccc1	0
QOBGWWQAMAPULA-UHFFFAOYSA-N	ring:c1ccc(C2CC3CCC2C3)cc1	3
QOFQTBTZCJVITI-UHFFFAOYSA-N	ring:O=C(Nc1ccccn1)C1NS(=O)(=O)c2ccsc2C1=O	4
QOIGKGMMAGJZNZ-UHFFFAOYSA-N	ring:O=C1CCCC(=O)N1CCCCN1CCN(c2ncccn2)CC1	0
QPOLEIZVZGWOJF-UHFFFAOYSA-N	ring:O=C(OC1CCN(Cc2ccccc2)C1)C1C=NC=CC1c1ccccc1	3
QQCSUWGQBREWRO-UHFFFAOYSA-N	ring:N=C1CCN(C(=O)c2ccccc2)c2ccccc21	1
